"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ANIK","Anika Therapeutics Inc.","35.67","$506.92M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/anik",
"ANIX","Anixa Biosciences, Inc.","4.52","$87.2M","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/anix",
"ANSS","ANSYS, Inc.","158.63","$13.26B","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","2.97","$467.9M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atrs",
"APLS","Apellis Pharmaceuticals, Inc.","12.81","$720.47M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apls",
"APOG","Apogee Enterprises, Inc.","33.67","$915.01M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/apog",
"APEN","Apollo Endosurgery, Inc.","3.45","$75.53M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/apen",
"AINV","Apollo Investment Corporation","14.35","$337.34M","2004","n/a","n/a","https://www.nasdaq.com/symbol/ainv",
"AMEH","Apollo Medical Holdings, Inc.","18.46","$629.2M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/ameh",
"APPF","AppFolio, Inc.","61.9","$2.12B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appf",
"APPN","Appian Corporation","31.57","$2.01B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appn",
"AAPL","Apple Inc.","153.92","$728.01B","1980","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/aapl",
"ARCI","Appliance Recycling Centers of America, Inc.","0.49","$4.15M","n/a","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/arci",
"APDN","Applied DNA Sciences Inc","0.4725","$16.83M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apdn",
"APDNW","Applied DNA Sciences Inc","0.01","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apdnw",
"AGTC","Applied Genetic Technologies Corporation","2.97","$53.86M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/agtc",
"AMAT","Applied Materials, Inc.","34.31","$32.89B","1972","Technology","Semiconductors","https://www.nasdaq.com/symbol/amat",
"AAOI","Applied Optoelectronics, Inc.","16.21","$320.94M","2013","Technology","Semiconductors","https://www.nasdaq.com/symbol/aaoi",
"AREX","Approach Resources Inc.","1.01","$95.45M","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/arex",
"APVO","Aptevo Therapeutics Inc.","1.45","$33.07M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apvo",
"APTX","Aptinyx Inc.","5.88","$196.96M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aptx",
"APM","Aptorum Group Limited","14.87","$447.83M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apm",
"APTO","Aptose Biosciences, Inc.","2.0788","$78.52M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/apto",
"APYX","Apyx Medical Corporation","8.32","$276.25M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/apyx",
"AQMS","Aqua Metals, Inc.","2.16","$84.54M","2015","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","2.17","$32.76M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aqb",
"AQST","Aquestive Therapeutics, Inc.","7.68","$191.56M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aqst",
"AQXP","Aquinox Pharmaceuticals, Inc.","2.3","$54.14M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aqxp",
"PETX","Aratana Therapeutics, Inc.","4.26","$207.14M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/petx",
"ARAV","Aravive, Inc.","3.5","$39.14M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arav",
"ABUS","Arbutus Biopharma Corporation","3.46","$191.95M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abus",
"ARCW","ARC Group Worldwide, Inc.","0.883","$20.62M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","0.402","$5.6M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","3.39","$16.19M","2015","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","38.29","$983.67M","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","28.57","$11.56B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acgl",
"ACGLO","Arch Capital Group Ltd.","22.54","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acglo",
"ACGLP","Arch Capital Group Ltd.","21.98","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acglp",
"FUV","Arcimoto, Inc.","3.23","$48.55M","2017","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/fuv",
"ARCE","Arco Platform Limited","21.92","$1.1B","2018","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/arce",
"ARCT","Arcturus Therapeutics Ltd.","4.98","$53.38M","2013","n/a","n/a","https://www.nasdaq.com/symbol/arct",
"ARDX","Ardelyx, Inc.","1.94","$120.54M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","42.86","$2.12B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","15.97","$6.81B","2004","n/a","n/a","https://www.nasdaq.com/symbol/arcc",
"ARGX","argenx SE","104.1","$3.74B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/argx",
"ARDS","Aridis Pharmaceuticals Inc.","8.7134","$70.62M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ards",
"ARKR","Ark Restaurants Corp.","18.609","$64.66M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/arkr",
"ARTX","Arotech Corporation","3.33","$88.2M","1994","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","3.7","$403.28M","1996","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","17.17","$3.66B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arry",
"ARRS","ARRIS International plc","30.84","$5.37B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/arrs",
"DWCR","Arrow DWA Country Rotation ETF","26.2403","$15.74M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwcr",
"DWAT","Arrow DWA Tactical ETF","10.19","$5.1M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","32","$462.48M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Pharmaceuticals, Inc.","12.81","$1.18B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arwr",
"ASNS","Arsanis, Inc.","3.03","$43.38M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/asns",
"ARTNA","Artesian Resources Corporation","35.51","$328.33M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/artna",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","2.0537","$8.64M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artw",
"ARVN","Arvinas, Inc.","16.67","$539.29M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arvn",
"ARYA","ARYA Sciences Acquisition Corp.","9.8","$176.09M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/arya",
"ARYAU","ARYA Sciences Acquisition Corp.","10.42","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/aryau",
"ARYAW","ARYA Sciences Acquisition Corp.","1.6","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/aryaw",
"ASNA","Ascena Retail Group, Inc.","2.65","$523.21M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","73.02","$3.07B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asnd",
"ASCMA","Ascent Capital Group, Inc.","0.5409","$6.73M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ascma",
"APWC","Asia Pacific Wire & Cable Corporation Limited","1.94","$26.81M","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/apwc",
"ASLN","ASLAN Pharmaceuticals Limited","3.2","$102.56M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asln",
"ASML","ASML Holding N.V.","162.12","$69.15B","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/asml",
"ASPU","Aspen Group Inc.","5.25","$96.47M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/aspu",
"AZPN","Aspen Technology, Inc.","89.16","$6.31B","1994","Technology","EDP Services","https://www.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","20.32","$517.41M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asmb",
"ASRT","Assertio Therapeutics, Inc.","3.93","$251.28M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asrt",
"ASFI","Asta Funding, Inc.","4.06","$27.14M","1995","Finance","Finance Companies","https://www.nasdaq.com/symbol/asfi",
"ASTE","Astec Industries, Inc.","35.97","$820.03M","1986","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/aste",
"ATRO","Astronics Corporation","30.24","$977.26M","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/atro",
"ALOT","AstroNova, Inc.","19.675","$136.8M","1983","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/alot",
"ASTC","Astrotech Corporation","4.88","$19.99M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","5.56","$85.33M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/asur",
"ASV","ASV Holdings, Inc.","3.15","$30.98M","2017","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/asv",
"ATAI","ATA Inc.","0.9551","$23.12M","2008","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/atai",
"ATRA","Atara Biotherapeutics, Inc.","35.02","$1.6B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/atra",
"ATHN","athenahealth, Inc.","134.15","$5.52B","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/athn",
"ATNX","Athenex, Inc.","11.29","$755.23M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atnx",
"ATHX","Athersys, Inc.","1.59","$225.38M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/athx",
"AAME","Atlantic American Corporation","2.51","$50.7M","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aame",
"ACBI","Atlantic Capital Bancshares, Inc.","18.35","$479.08M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/acbi",
"AY","Atlantica Yield plc","18.21","$1.82B","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ay",
"ATLC","Atlanticus Holdings Corporation","3.54","$54.43M","1995","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","49.65","$1.27B","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","10.065","$120.15M","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afh",
"AFHBL","Atlas Financial Holdings, Inc.","25.25","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afhbl",
"TEAM","Atlassian Corporation Plc","93.65","$22.3B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/team",
"ATNI","ATN International, Inc.","76.06","$1.21B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/atni",
"ATOM","Atomera Incorporated","3.25","$48.86M","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/atom",
"ATOS","Atossa Genetics Inc.","1.32","$7.45M","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atos",
"ATRC","AtriCure, Inc.","31.04","$1.2B","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atrc",
"ATRI","Atrion Corporation","774","$1.43B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atri",
"ATIS","Attis Industries Inc.","0.31","$6.92M","n/a","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/atis",
"ATISW","Attis Industries Inc.","0.0998","n/a","n/a","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/atisw",
"ATTU","Attunity Ltd.","21","$448.07M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/attu",
"LIFE","aTyr Pharma, Inc.","0.5344","$16.04M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/life",
"AUBN","Auburn National Bancorporation, Inc.","33.5","$122.07M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/aubn",
"BOLD","Audentes Therapeutics, Inc.","23.19","$989.98M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bold",
"AUDC","AudioCodes Ltd.","12.35","$355.89M","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/audc",
"AEYE","AudioEye, Inc.","10.8","$81.52M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/aeye",
"AUPH","Aurinia Pharmaceuticals Inc","6.82","$582.04M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/auph",
"EARS","Auris Medical Holding AG","0.45","$15.36M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ears",
"JG","Aurora Mobile Limited","6.02","$709.17M","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/jg",
"ADSK","Autodesk, Inc.","137.49","$30.11B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/adsk",
"AUTL","Autolus Therapeutics plc","26.37","$1.06B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/autl",
"ADP","Automatic Data Processing, Inc.","134.42","$58.84B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/adp",
"AUTO","AutoWeb, Inc.","3.36","$43.51M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/auto",
"AVDL","Avadel Pharmaceuticals plc","2.48","$91.79M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/avdl",
"AVCO","Avalon GloboCare Corp.","4.6","$335.99M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/avco",
"ATXI","Avenue Therapeutics, Inc.","6.38","$68.06M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atxi",
"AVEO","AVEO Pharmaceuticals, Inc.","1.77","$221.86M","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aveo",
"AVNW","Aviat Networks, Inc.","14.295","$77.54M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/avnw",
"CDMO","Avid Bioservices, Inc.","3.64","$204.09M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cdmo",
"CDMOP","Avid Bioservices, Inc.","25.4895","$17.84M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cdmop",
"AVID","Avid Technology, Inc.","4.59","$192.1M","1993","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/avid",
"AVGR","Avinger, Inc.","0.3194","$7.49M","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/avgr",
"CAR","Avis Budget Group, Inc.","24.33","$1.88B","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/car",
"AVT","Avnet, Inc.","40.53","$4.51B","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/avt",
"AVRO","AVROBIO, Inc.","14.24","$341.13M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/avro",
"AWRE","Aware, Inc.","3.63","$78.21M","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/awre",
"ACLS","Axcelis Technologies, Inc.","17.93","$581.15M","2000","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/acls",
"AXGN","AxoGen, Inc.","16.09","$622.25M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/axgn",
"AAXN","Axon Enterprise, Inc.","48.06","$2.83B","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/aaxn",
"AXNX","Axonics Modulation Technologies, Inc.","14.72","$409.29M","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/axnx",
