"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SAB","Saratoga Investment Corp","25.485","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/sab",
"SAF","Saratoga Investment Corp","25","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/saf",
"SAR","Saratoga Investment Corp","22.23","$167.62M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sar",
"SSL","Sasol Ltd.","30.08","$18.98B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","51.83","$1.17B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","24.9369","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^c",
"BFS^D","Saul Centers, Inc.","22.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^d",
"SLB","Schlumberger N.V.","43.31","$59.9B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/slb",
"SNDR","Schneider National, Inc.","20.58","$3.64B","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/sndr",
"SWM","Schweitzer-Mauduit International, Inc.","30.96","$952.56M","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/swm",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","64.21","$3.79B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/saic",
"SALT","Scorpio Bulkers Inc.","5.27","$397.35M","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","25.2946","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sltb",
"SBBC","Scorpio Tankers Inc.","25.3783","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbbc",
"SBNA","Scorpio Tankers Inc.","24.7579","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbna",
"STNG","Scorpio Tankers Inc.","19.88","$102.56M","2010","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","67.47","$3.73B","1992","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/smg",
"KTF","Scudder Municiple Income Trust","10.82","$427.4M","1988","n/a","n/a","https://www.nasdaq.com/symbol/ktf",
"KSM","Scudder Strategic Municiple Income Trust","10.78","$120.78M","1989","n/a","n/a","https://www.nasdaq.com/symbol/ksm",
"SE","Sea Limited","12.71","$4.26B","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/se",
"SA","Seabridge Gold, Inc.","12.96","$791.46M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sa",
"CKH","SEACOR Holdings, Inc.","40.28","$734.98M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","12.5","$263.02M","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/smhi",
"SDRL","Seadrill Limited","8.71","$871M","2018","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","1.16","$106.51M","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdlp",
"SEE","Sealed Air Corporation","37.17","$5.83B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/see",
"SSW","Seaspan Corporation","8.93","$1.92B","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","23.51","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","23.91","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","24.2","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","23.37","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^h",
"SSW^I","Seaspan Corporation","23.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^i",
"SSWA","Seaspan Corporation","24.5","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswa",
"SSWN","Seaspan Corporation","25.16","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswn",
"SEAS","SeaWorld Entertainment, Inc.","25.17","$2.21B","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/seas",
"JBN","Select Asset Inc.","7.2","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","7.164","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbr",
"WTTR","Select Energy Services, Inc.","8.15","$869.49M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/wttr",
"SEM","Select Medical Holdings Corporation","15.17","$2.05B","2009","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sem",
"SGZA","Selective Insurance Group, Inc.","24.6601","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sgza",
"SEMG","Semgroup Corporation","16.24","$1.28B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/semg",
"SMI","Semiconductor  Manufacturing International Corporation","4.42","$4.46B","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/smi",
"SRE","Sempra Energy","112.91","$30.9B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre",
"SRE^A","Sempra Energy","99.2","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre^a",
"SRE^B","Sempra Energy","99.08","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sre^b",
"SEND","SendGrid, Inc.","48.66","$2.31B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/send",
"ST","Sensata Technologies Holding plc","46","$7.55B","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/st",
"SXT","Sensient Technologies Corporation","61.2","$2.59B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/sxt",
"SQNS","Sequans Communications S.A.","1.09","$103.1M","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/sqns",
"SRG","Seritage Growth Properties","38.33","$2.14B","2015","Finance","Real Estate","https://www.nasdaq.com/symbol/srg",
"SRG^A","Seritage Growth Properties","22.53","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/srg^a",
"SCI","Service Corporation International","42.28","$7.65B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/sci",
"SERV","ServiceMaster Global Holdings, Inc.","38.37","$5.21B","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/serv",
"NOW","ServiceNow, Inc.","183.96","$32.98B","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/now",
"SHAK","Shake Shack, Inc.","47.39","$1.76B","2015","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/shak",
"SJR","Shaw Communications Inc.","19.85","$9.66B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","19.72","$4.41B","2014","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/shlx",
"SHW","Sherwin-Williams Company (The)","393.39","$36.83B","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/shw",
"SHG","Shinhan Financial Group Co Ltd","36.07","$17.08B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shg",
"SFL","Ship Finance International Limited","11.49","$1.37B","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sfl",
"SHOP","Shopify Inc.","156.6","$15.35B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","38.26","$1.34B","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/sstk",
"SBGL","Sibanye Gold Limited","2.84","$1.61B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sbgl",
"SIG","Signet Jewelers Limited","24.4","$1.27B","n/a","Consumer Services","Consumer Specialties","https://www.nasdaq.com/symbol/sig",
"SBOW","SilverBow Resorces, Inc.","23.82","$278.51M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sbow",
"SPG","Simon Property Group, Inc.","174.17","$53.87B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","70.0066","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","60.04","$2.73B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ssd",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","46.4","$5.02B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/shi",
"SITC","SITE Centers Corp.","12.55","$2.32B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sitc",
"SITC^A","SITE Centers Corp.","23.2","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sitc^a",
"SITC^J","SITE Centers Corp.","23","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sitc^j",
"SITC^K","SITE Centers Corp.","22.713","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sitc^k",
"SITE","SiteOne Landscape Supply, Inc.","55.34","$2.26B","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/site",
"SIX","Six Flags Entertainment Corporation New","59.46","$5.02B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/six",
"SJW","SJW Group","58.9","$1.61B","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","26.64","$17.25B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","25.57","$4.04B","1999","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/skx",
"SKY","Skyline Champion Corporation","15.13","$858.07M","n/a","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/sky",
"SLG","SL Green Realty Corp","88.07","$7.51B","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corp","25.27","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slg^i",
"SM","SM Energy Company","19.19","$2.15B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sm",
"SFS","Smart","6.01","$456.81M","2014","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/sfs",
"SMAR","Smartsheet Inc.","27.8","$2.88B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/smar",
"SNN","Smith & Nephew SNATS, Inc.","38.1","$16.68B","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/snn",
"SNAP","Snap Inc.","5.99","$7.76B","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/snap",
"SNA","Snap-On Incorporated","163.17","$9.09B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sna",
"IPOA","Social Capital Hedosophia Holdings Corp.","10.06","$867.68M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/ipoa",
"IPOA.U","Social Capital Hedosophia Holdings Corp.","n/a","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/ipoa.u",
"IPOA.WS","Social Capital Hedosophia Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ipoa.ws",
"SQM","Sociedad Quimica y Minera S.A.","42.35","$11.15B","1993","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/sqm",
"SOGO","Sogou Inc.","5.95","$2.36B","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/sogo",
"SOI","Solaris Oilfield Infrastructure, Inc.","14.64","$690.04M","2017","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/soi",
"SWI","SolarWinds Corporation","16.55","$5.13B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/swi",
"SAH","Sonic Automotive, Inc.","15.34","$655.79M","1997","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/sah",
"SON","Sonoco Products Company","55.33","$5.52B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/son",
"SNE","Sony Corp Ord","48.46","$61.49B","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/sne",
"BID","Sotheby&#39;s","41.05","$1.9B","1988","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bid",
"SOR","Source Capital, Inc.","34.27","$295.09M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sor",
"SJI","South Jersey Industries, Inc.","30.3","$2.8B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/sji",
"SJIU","South Jersey Industries, Inc.","49.93","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/sjiu",
"SXE","Southcross Energy Partners, L.P.","0.35","$28.08M","2012","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sxe",
"SCE^G","Southern California Edison Company","18.49","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^g",
"SCE^H","Southern California Edison Company","21.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^h",
"SCE^J","Southern California Edison Company","20","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^j",
"SCE^K","Southern California Edison Company","20.46","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^k",
"SCE^L","Southern California Edison Company","17.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^l",
"SO","Southern Company (The)","47.58","$48.95B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/so",
"SOJA","Southern Company (The)","25.56","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/soja",
"SOJB","Southern Company (The)","23.08","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/sojb",
"SOJC","Southern Company (The)","23.2","n/a","2017","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/sojc",
"SCCO","Southern Copper Corporation","31.2","$24.12B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/scco",
"LUV","Southwest Airlines Company","51.02","$28.69B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/luv",
"SWX","Southwest Gas Holdings, Inc.","78.1","$3.86B","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/swx",
"SWN","Southwestern Energy Company","4.21","$2.45B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/swn",
"SPAQ","Spartan Energy Acquisition Corp","9.76","$538.75M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/spaq",
"SPAQ.U","Spartan Energy Acquisition Corp","n/a","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/spaq.u",
"SPAQ.WS","Spartan Energy Acquisition Corp","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/spaq.ws",
"SPA","Sparton Corporation","18.41","$181.06M","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/spa",
"SPE","Special Opportunities Fund Inc.","12.6342","$107.4M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/spe",
"SPE^B","Special Opportunities Fund Inc.","25.0412","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/spe^b",
"SPB           ","Spectrum Brands Holdings, Inc.","52.7","$2.82B","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/spb",
"TRK","Speedway Motorsports, Inc.","16.14","$659.04M","1995","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/trk",
"SR","Spire Inc.","76.88","$3.9B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/sr",
"SPR","Spirit Aerosystems Holdings, Inc.","77.81","$8.25B","2006","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/spr",
"SAVE","Spirit Airlines, Inc.","57.42","$3.92B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/save",
"SMTA","Spirit MTA REIT","7.51","$322.94M","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/smta",
"SRC","Spirit Realty Capital, Inc.","37.73","$3.24B","2013","Consumer Services","Building operators","https://www.nasdaq.com/symbol/src",
"SRC^A","Spirit Realty Capital, Inc.","21.98","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/src^a",
"SPOT","Spotify Technology S.A.","130.92","$23.54B","2018","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/spot",
"SRLP","Sprague Resources LP","17.03","$387.16M","2013","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/srlp",
"S","Sprint Corporation","6.17","$25.16B","2013","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/s",
"SPXC","SPX Corporation","28.79","$1.25B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/spxc",
"FLOW","SPX FLOW, Inc.","31.77","$1.35B","2015","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/flow",
"SQ","Square, Inc.","69.1","$28.57B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sq",
"JOE","St. Joe Company (The)","14.86","$901.59M","n/a","Consumer Services","Homebuilding","https://www.nasdaq.com/symbol/joe",
"STAG","Stag Industrial, Inc.","26.72","$2.91B","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/stag",
"STAG^C","Stag Industrial, Inc.","26.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/stag^c",
"SSI","Stage Stores, Inc.","0.8852","$25.05M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/ssi",
"SMP","Standard Motor Products, Inc.","50.62","$1.14B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/smp",
"SXI","Standex International Corporation","75.67","$970.76M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sxi",
"SWJ","Stanley Black & Decker, Inc.","24.72","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/swj",
"SWK","Stanley Black & Decker, Inc.","118.55","$17.91B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/swk",
"SWP","Stanley Black & Decker, Inc.","91.4","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/swp",
"STN","Stantec Inc","23.56","$2.66B","n/a","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/stn",
"SGU","Star Group, L.P.","9.14","$482.18M","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/sgu",
"SRT","StarTek, Inc.","6.96","$260.5M","1997","Technology","Professional Services","https://www.nasdaq.com/symbol/srt",
"STWD","STARWOOD PROPERTY TRUST, INC.","21.09","$5.81B","2009","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/stwd",
"STT","State Street Corporation","70.82","$26.91B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stt",
"STT^C","State Street Corporation","23.93","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/stt^c",
"STT^D","State Street Corporation","25.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/stt^d",
"STT^E","State Street Corporation","25.87","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/stt^e",
"STT^G","State Street Corporation","25.12","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/stt^g",
"SPLP","Steel Partners Holdings LP","14","$359.94M","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/splp",
"SPLP^A","Steel Partners Holdings LP","21.78","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/splp^a",
"SCS","Steelcase Inc.","16.73","$1.95B","1998","Consumer Durables","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/scs",
"SCA","Stellus Capital Investment Corporation","25.43","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sca",
"SCM","Stellus Capital Investment Corporation","13.92","$222.08M","2012","n/a","n/a","https://www.nasdaq.com/symbol/scm",
"SCL","Stepan Company","84.78","$1.91B","n/a","Basic Industries","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/scl",
"STE","STERIS plc","113.45","$9.59B","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ste",
"STL","Sterling Bancorp","18.29","$4.1B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stl",
"STL^A","Sterling Bancorp","26.2113","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stl^a",
"STC","Stewart Information Services Corporation","43.87","$1.04B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","47.25","$3.4B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/sf",
"SF^A","Stifel Financial Corporation","25.3","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/sf^a",
"SFB","Stifel Financial Corporation","21.91","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/sfb",
"STM","STMicroelectronics N.V.","14.1","$12.65B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/stm",
"EDF","Stone Harbor Emerging Markets Income Fund","12.35","$198.33M","2010","n/a","n/a","https://www.nasdaq.com/symbol/edf",
"EDI","Stone Harbor Emerging Markets Total Income Fund","12.02","$116.06M","2012","n/a","n/a","https://www.nasdaq.com/symbol/edi",
"STON","StoneMor Partners L.P.","2.32","$88.06M","2004","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ston",
"SRI","Stoneridge, Inc.","25.98","$740.03M","1997","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/sri",
"STOR","STORE Capital Corporation","30.01","$6.39B","2014","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/stor",
"GJH","STRATS Trust","9.3526","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gjh",
"GJO","STRATS Trust","22.9","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gjo",
"GJS","STRATS Trust","20.1316","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gjs",
"SYK","Stryker Corporation","165.78","$62.03B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/syk",
"MSC","Studio City International Holdings Limited","13.075","$971.08M","2018","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/msc",
"RGR","Sturm, Ruger & Company, Inc.","55.39","$967M","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/rgr",
"SPH","Suburban Propane Partners, L.P.","22.6","$1.39B","1996","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/sph",
"SMFG","Sumitomo Mitsui Financial Group Inc","7.21","$50.31B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/smfg",
"INN","Summit Hotel Properties, Inc.","10.56","$1.11B","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/inn",
"INN^D","Summit Hotel Properties, Inc.","22.9458","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/inn^d",
"INN^E","Summit Hotel Properties, Inc.","21.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/inn^e",
"SUM","Summit Materials, Inc.","14.23","$1.59B","2015","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/sum",
"SMLP","Summit Midstream Partners, LP","12.59","$923.56M","2012","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/smlp",
"SUI","Sun Communities, Inc.","104.94","$9.06B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sui",
"SLF","Sun Life Financial Inc.","35.97","$21.7B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/slf",
"SXCP","SunCoke Energy Partners, L.P.","12.77","$590.32M","2013","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/sxcp",
"SXC","SunCoke Energy, Inc.","10.63","$688.28M","2011","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","31.12","$49.63B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/su",
"STG","Sunlands Online Education Group","4.6","$794.66M","2018","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/stg",
"SUN","Sunoco LP","29.56","$2.44B","2012","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/sun",
"SHO","Sunstone Hotel Investors, Inc.","13.74","$3.14B","2004","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/sho",
"SHO^E","Sunstone Hotel Investors, Inc.","25.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sho^e",
"SHO^F","Sunstone Hotel Investors, Inc.","24.2","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sho^f",
"STI","SunTrust Banks, Inc.","60.56","$27.06B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sti",
"STI^A","SunTrust Banks, Inc.","22.3","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sti^a",
"SPN","Superior Energy Services, Inc.","3.51","$542.4M","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/spn",
"SUP","Superior Industries International, Inc.","5.34","$133.6M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/sup",
"SUZ","Suzano Papel e Celulose S.A.","24.83","$16.75B","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/suz",
"SWZ","Swiss Helvetia Fund, Inc. (The)","7.3","$96.85M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/swz",
"SWCH","Switch, Inc.","7.8","$1.92B","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/swch",
"SYF","Synchrony Financial","29.4","$21.13B","2014","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/syf",
"SNX","Synnex Corporation","91","$4.61B","2003","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/snx",
"SNV","Synovus Financial Corp.","34.84","$5.76B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/snv",
"SNV^D","Synovus Financial Corp.","24.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/snv^d",
"GJP","Synthetic Fixed-Income Securities, Inc.","21.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","22.8663","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gjr",
"GJT","Synthetic Fixed-Income Securities, Inc.","20.18","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gjt",
